size,text
1,Spernak Airways - Air Taxi
1,STAAP
1,Staer Air
1,Standard Airlines
1,STAP
1,Star Aviation
1,Starair
1,Starways
1,STASA
1,State Airlines
1,Stavropol Airlines
3,Sterling Airways
1,Stikine Air Service - Air Taxi
1,Strait Air
1,Straits Air Freight Express
1,Straley Flying Service - Air Taxi
1,Strato Freight
1,Stratofreight
1,Streamline
1,Suburban Airlines - Air Taxi
5,Sudan Airways
1,Sudania Air Cargo
1,SUDENE
1,Summit Air Charters
1,Sun Valley Airways - Air Taxi
1,Sun West Airline - Air Taxi
1,Sunbeam Air Transport Co.
1,Sundance Helicopters
1,Sunflower Airlines
1,SunQuest Executive Air Charter
1,Superior Airways
1,Superior Aviation
1,Surinam Airways
1,Survair
1,Svedijos Prekés
1,Svenska Aero
1,SW Air Rangers - Air Taxi
1,Swedish Air Force
1,Swifair
1,Swift Aire Lines Inc.
11,Swissair
1,Syktyvkar Avia
5,Syndicato Condor
2,Syrian Airways
1,Syrian Arab Airlines
1,T & G Aviation
1,T.A. Intercontinentaux
1,T.A. Intercontinentaux (France)
1,TAA
5,TAAG Angola Airlines
4,TABA
1,TABSO
1,TAC Colombia
10,TACA
1,TACA International Airlines
1,TACSA
1,TACV-Cabo Verde Airlines
1,Tadair
2,TAESA
1,TAG Airlines
4,Taiwan Airlines
1,Taiwan Aviation
3,Tajikistan Airlines
7,Talair
1,Talia Airways
8,TAM (Bolivia)
6,TAM (Brazil)
1,TAM (Peru)
3,TAM Lineas Aéreas Regional
1,TAM Paraguay
1,Tamair
7,TAME
1,TAME Ecuador
1,Tampa Air Center - Air Taxi
1,TAMPA Colombia
2,TAN
1,TAN Honduras
1,TanaMana Aviation
1,Tanana Air Taxi
1,TANS Airlines
1,TANS Peru
1,Tanzania Aviation
2,TAO
1,Taos Airways - Air Taxi
1,TAP (Air Portugal)
1,Taquan Air Service
1,TAR
1,Tar Heel Aviation
12,Tarom
1,TARS
1,Tartarstan Airlines
1,Tashkent Aircraft Production Corporation
1,TASSA
1,Tassili Airlines
1,TAUSA
2,Taxader Airlines
1,Taxair
1,Taxi Aereo de Santander
6,Taxi Aereo El Venado
1,Taxi Aéreo Cesar Aguiar
1,Taxi Aéreo del Guaviare
1,Taxi Aéreo el Venado
1,Taxi Aéreo Kovacs
1,Taxval
1,Team Air
1,Tech - Aeronautical Explotiation
2,Telford Aviation
1,Temesco Helicopter - Air Taxi
1,Temsco Airlines
1,Temsco Helicopter - Air Taxi
1,Tepper Aviation
1,Terry Air Inc.
1,Texas International Airlines
7,Thai Airways
1,Thai International
1,Theif River Aviation - Air Taxi
1,Tierra del Fuego Province
2,Tigres Voladores
1,Tiramavia
1,Titan Airways
1,TMK Air Commuter
1,Toa DomestiAirline (Japan)
1,Tomahawk Airways
1,Top Air - Air Taxi
1,Total
1,Total Air Lines
1,Touraine Air Transport
1,TPI International Airways
1,Tracep
1,Trade Wings Aviation Ltd.
1,Trafik-Turist-Transportflyg
1,Trans Air Services
1,Trans Alaska Helicopter - Air Taxi
3,Trans Australia Airlines
7,Trans Canada Air Lines
1,Trans Canada Air Lines / RCAF
1,Trans Caribbean Airways
1,Trans Colorado AL / Continental Express
2,Trans Continental Air Transport
18,Trans Continental and Western Air
2,Trans Guyana Airways
1,Trans International Airlines
1,Trans Isle Air
1,Trans Luxury Airlines
4,Trans Mediterranean Airways
1,Trans National Airlines
2,Trans Service Airlift
17,Trans World Airlines
1,Trans World Airlines / Castleton Inc.
1,Trans World Airlines / Eastern Air Lines
2,Trans World Airlines / Private
2,Transafrik
1,Transafrik - United Nations Charter
1,Transair
3,Transair Georgia Airlines
1,Transamazonica
3,Transamerica Airlines
1,Transamerican Air Transport
1,Transamerican Airlines
2,Transasia Airways
1,Transaven
1,Transaviaexport Airlines
3,Transbrasil
1,Trans-Canada Air Lines
1,Transcontinental
1,Transfair
1,Trans-Luxury Airlines
1,Transmandu
1,Transmeridian Air Cargo
1,Transniugini Airways
5,Transocean Air Lines
1,Transoriente Colombia
1,Transpolar
1,Transport Aerien Intercontinentaux (France)
1,Transport Arien Transregional
1,Transport Comp. Algerienne de T.A.
1,Transporte Aereo Federal
1,Transported Areos Profesionales - TAPSA
1,Transportes Aereos del Caribe
1,Transportes Aereos Don Carlos - Charter
1,Transportes Aereos Mexicanos
1,Transportes Aereos Nacionales
1,Transportes Aereos Orientales
1,Transportes Aereos Pegaso
1,Transportes Aereos Peruanas
1,Transportes Areos Nacionales
1,Transportes Aéreos de Timor
1,Transportes Aéreos Itenez
2,Transportes Aéreos Mexicanos
1,Transportes Aéreos Salvador
1,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo
1,Transports Aériens de la Guinee-Bissau
1,Transporturile Aeriene Romane (TAROM)
1,Transporturile Aeriene Romano-Sovietice
1,Transworld Safaris
1,Travel Air Flug
1,TriCoastal Air
3,Trigana Air Service
1,Trillium Air
1,TropiAir - Air Taxi
1,Tropical Airways
1,TsAGI
1,Tulakes Aviaiton - Air Taxi
1,Tuninter
1,Tura Air Enterprise
1,Turkish Airlines
14,Turkish Airlines (THY)
1,Two Taxi Aero
1,Tyee Airlines - Air Taxi
1,Tyumen Aviatrans
1,U. S. Air Force
1,U.S. Government (leased)
1,U.S. Overseas Airways
1,Uganda Airlines
1,Ukraine Aviation Transport Company
1,Ukrainian Cargo Airlines - Congolese Army Charter
1,Ukranian-Mediterranean Airlines
1,Ukvozduchput
1,Uni Air
3,Union Aeromaritime de Transport
2,Union Airways
1,Union Aéromaritime de Transport
3,Union des Transportes Aeriens
1,Union des Transports Aeriens de Guinee
1,Union Flights
4,Union of Burma Airways
44,United Air Lines
1,United Air Lines / Military - U.S. Air Force
2,United Air Lines / Trans World Airlines
1,United Air Services
2,United Airways
1,United Airways of New Zealand
10,United Arab Airlines
1,United Express
1,United Express / Private
1,United Nations - UTair Charter
1,United Nations Mission
1,United Nations Organization
2,Universal Airlines
1,Universal Airways
2,Universal Jet Aviation
1,University of Michigan Health System
1,Uralex
1,Urcupina
1,Uruguayan Air Force - TAMU
36,US Aerial Mail Service
1,US Air Express/Air Midwest
1,US Airlines
1,US Airways
1,US Airways Express
1,USA Jet Airlines
4,USAir
1,USAir / Skywest Airlilnes
1,UTAir Airlines
1,Utility Helocopter - Air Taxi
1,Uzbek Civil Aviation Administration
2,Uzbekistan Airways
1,Uzu Air
1,Valley Air Service
1,Valley Air Service - Air Taxi
2,ValuJet
2,Vanair
16,Varig
8,Varney Air Lines
1,Varney Airlines
18,VASP
1,VASP / Private
2,Vayudoot
1,Vehu Akat
1,Venezolana
1,Venezolana Internacional de Aviacion
1,Venezuelian Government
1,Vercoa Air Service - Air Taxi
1,Viacao Aerea Gaucha S.A.
1,VIARCO
1,Viaçao Cometa
1,Vickers
1,Victoria Airlines
2,Vieques Air Link
2,Vietnam Airlines
1,Viking Air Service - Air Taxi
1,Viking Air Transport
1,Viking Airways - Air Taxi
1,Village Airways
1,Village Aviation - Air Taxi
1,Vincent Aviation
1,Virgin Islands Airways
1,Vladivostokavia
1,Vnokovo Airlines
1,Vnukovo Airlines
1,Volare Aviation Enterprise
1,Volga Air
1,Volga-Avia Express
1,Volga-Dnepr Airlines
1,Vologodskiye Airlines
1,Vostok Aviakompania
2,VOTEC
1,VOTEC / VOTEC
2,VoteTaxi Aéreo
1,Walker - Watts Aviation - Air Taxi
1,Warsaw Aviation - Taxi
1,Wasa Wings
1,Wasaya Airways
1,Wayumi Air Taxi
1,Weasua Airtransport
1,Webber Air - Air Taxi
1,Webber Airlines -Air Taxi
1,Webstas Aviation Services Inc.
1,Wedell-Williams Air Service Corporation
1,Wehite Cap Aviation
1,Wein Alaska Airlines Inc.
1,Wenela Air Services
1,West African Airways
1,West Air
1,West Australian Airways
1,West Aviation
2,West Caribbean Airways
1,West Coast Air
3,West Coast Airlines
1,Westair Transport
3,Western Air Express
9,Western Airlines
2,Western Canada Airways
1,Western Helicopter
1,Western Straits Air
1,Westwing
1,Wheeler Airlines
1,Whyalla Airlines
1,Wicks Flying Service - Air Taxi
4,Wideroe's Flyveselksap
1,Wien Air Alaska
1,Wien Alaska Airlines
2,Wien Consolidated Airlines
3,Wiggins Airways
1,Wigmo
1,Willow Air Service - Air Taxi
1,Wilson Airways
1,Wimbi Dira Airways
1,Win Win Aviation
1,Winchester Air
1,Winged Cargo Inc.
1,Wings West Airlines / Private
1,Winship Air
1,Winship Air Service
1,Winship Air Service - Air Taxi
3,World Airways
1,Wrangell Air Service
1,Wright Air Service - Air Taxi
2,Wuhan Airlines
1,Wyman Pilot Service - Air Taxi
1,Wyoming Air Service
1,XL Airways leased from Air New Zealand
1,Yacimientos Petroliferos Fiscales
2,Yakutavia
1,Yates Aviation
2,Yemen Airlines
3,Yeti Airlines
1,YPF
1,YPFB Transportes Aereos
1,Yug Avia
2,Yute Air Alaska - Air Taxi
1,Zakavia
1,Zanex
4,Zantop Air Transport
1,Zantop Airways
1,Zantop International Airlines
1,Zen Nippon
